分组,书名,排名,汉字,权重,基准拼音,拼音变体,全拼键位数,全拼最短,全拼最长,匹配状态,microsoft_基准码,microsoft_所有码,microsoft_覆盖,microsoft_异常读音,xiaohe_基准码,xiaohe_所有码,xiaohe_覆盖,xiaohe_异常读音
三体,三体 I：地球往事,1744,耻,5,chi,chi,3,3,3,已匹配,ii,ii,True,,ii,ii,True,
三体,三体 I：地球往事,1745,聊,5,liao,liao,4,4,4,已匹配,lc,lc,True,,ln,ln,True,
三体,三体 I：地球往事,1746,肚,5,du,du,2,2,2,已匹配,du,du,True,,du,du,True,
三体,三体 I：地球往事,1747,肢,5,zhi,zhi,3,3,3,已匹配,vi,vi,True,,vi,vi,True,
三体,三体 I：地球往事,1748,肤,5,fu,fu,2,2,2,已匹配,fu,fu,True,,fu,fu,True,
三体,三体 I：地球往事,1749,肩,5,jian,jian,4,4,4,已匹配,jm,jm,True,,jm,jm,True,
三体,三体 I：地球往事,1750,胞,5,bao,bao,3,3,3,已匹配,bk,bk,True,,bc,bc,True,
三体,三体 I：地球往事,1751,胧,5,long,long,4,4,4,已匹配,ls,ls,True,,ls,ls,True,
三体,三体 I：地球往事,1752,胳,5,ge,ge,2,2,2,已匹配,ge,ge,True,,ge,ge,True,
三体,三体 I：地球往事,1753,脖,5,bo,bo,2,2,2,已匹配,bo,bo,True,,bo,bo,True,
三体,三体 I：地球往事,1754,腐,5,fu,fu,2,2,2,已匹配,fu,fu,True,,fu,fu,True,
三体,三体 I：地球往事,1755,膊,5,bo,bo,2,2,2,已匹配,bo,bo,True,,bo,bo,True,
三体,三体 I：地球往事,1756,蔑,5,mie,mie,3,3,3,已匹配,mx,mx,True,,mp,mp,True,
三体,三体 I：地球往事,1757,蜡,5,la,la,2,2,2,已匹配,la,la,True,,la,la,True,
三体,三体 I：地球往事,1758,蠢,5,chun,chun,4,4,4,已匹配,ip,ip,True,,iy,iy,True,
三体,三体 I：地球往事,1759,衷,5,zhong,zhong,5,5,5,已匹配,vs,vs,True,,vs,vs,True,
三体,三体 I：地球往事,1760,谓,5,wei,wei,3,3,3,已匹配,wz,wz,True,,ww,ww,True,
三体,三体 I：地球往事,1761,谨,5,jin,jin,3,3,3,已匹配,jn,jn,True,,jb,jb,True,
三体,三体 I：地球往事,1762,谱,5,pu,pu,2,2,2,已匹配,pu,pu,True,,pu,pu,True,
三体,三体 I：地球往事,1763,贯,5,guan,guan,4,4,4,已匹配,gr,gr,True,,gr,gr,True,
三体,三体 I：地球往事,1764,趟,5,tang,tang,4,4,4,已匹配,th,th,True,,th,th,True,
三体,三体 I：地球往事,1765,踱,5,duo,duo,3,3,3,已匹配,do,do,True,,do,do,True,
三体,三体 I：地球往事,1766,辞,5,ci,ci,2,2,2,已匹配,ci,ci,True,,ci,ci,True,
三体,三体 I：地球往事,1767,迈,5,mai,mai,3,3,3,已匹配,ml,ml,True,,md,md,True,
三体,三体 I：地球往事,1768,迟,5,chi,chi,3,3,3,已匹配,ii,ii,True,,ii,ii,True,
三体,三体 I：地球往事,1769,邮,5,you,you,3,3,3,已匹配,yb,yb,True,,yz,yz,True,
三体,三体 I：地球往事,1770,锅,5,guo,guo,3,3,3,已匹配,go,go,True,,go,go,True,
三体,三体 I：地球往事,1771,闷,5,men,men,3,3,3,已匹配,mf,mf,True,,mf,mf,True,
三体,三体 I：地球往事,1772,陈,5,chen,chen,4,4,4,已匹配,if,if,True,,if,if,True,
三体,三体 I：地球往事,1773,隙,5,xi,xi,2,2,2,已匹配,xi,xi,True,,xi,xi,True,
三体,三体 I：地球往事,1774,隧,5,sui,sui,3,3,3,已匹配,sv,sv,True,,sv,sv,True,
三体,三体 I：地球往事,1775,颅,5,lu,lu,2,2,2,已匹配,lu,lu,True,,lu,lu,True,
三体,三体 I：地球往事,1776,颈,5,jing,jing,4,4,4,已匹配,j;,j;,True,,jk,jk,True,
三体,三体 I：地球往事,1777,魂,5,hun,hun,3,3,3,已匹配,hp,hp,True,,hy,hy,True,
三体,三体 I：地球往事,1778,侈,4,chi,chi,3,3,3,已匹配,ii,ii,True,,ii,ii,True,
三体,三体 I：地球往事,1779,倦,4,juan,juan,4,4,4,已匹配,jr,jr,True,,jr,jr,True,
三体,三体 I：地球往事,1780,刹,4,cha,cha|sha,3,3,3,已匹配,ia,ia|ua,True,,ia,ia|ua,True,
三体,三体 I：地球往事,1781,削,4,xiao,xiao|xue,4,3,4,已匹配,xc,xc|xt,True,,xn,xn|xt,True,
三体,三体 I：地球往事,1782,勒,4,le,le|lei,2,2,3,已匹配,le,le|lz,True,,le,le|lw,True,
三体,三体 I：地球往事,1783,卖,4,mai,mai,3,3,3,已匹配,ml,ml,True,,md,md,True,
三体,三体 I：地球往事,1784,卸,4,xie,xie,3,3,3,已匹配,xx,xx,True,,xp,xp,True,
三体,三体 I：地球往事,1785,县,4,xian,xian,4,4,4,已匹配,xm,xm,True,,xm,xm,True,
三体,三体 I：地球往事,1786,咋,4,ze,ze|zha|za,2,2,3,已匹配,ze,ze|va|za,True,,ze,ze|va|za,True,
三体,三体 I：地球往事,1787,咕,4,gu,gu,2,2,2,已匹配,gu,gu,True,,gu,gu,True,
三体,三体 I：地球往事,1788,咧,4,lie,lie,3,3,3,已匹配,lx,lx,True,,lp,lp,True,
三体,三体 I：地球往事,1789,哼,4,heng,heng|hng,4,3,4,已匹配,hg,hg,True,hng,hg,hg,True,hng
三体,三体 I：地球往事,1790,啥,4,sha,sha,3,3,3,已匹配,ua,ua,True,,ua,ua,True,
三体,三体 I：地球往事,1791,啸,4,xiao,xiao,4,4,4,已匹配,xc,xc,True,,xn,xn,True,
三体,三体 I：地球往事,1792,喻,4,yu,yu,2,2,2,已匹配,yu,yu,True,,yu,yu,True,
三体,三体 I：地球往事,1793,嗓,4,sang,sang,4,4,4,已匹配,sh,sh,True,,sh,sh,True,
三体,三体 I：地球往事,1794,嗯,4,en,en|ng,2,2,2,已匹配,of,of,True,ng,en,en,True,ng
三体,三体 I：地球往事,1795,噼,4,pi,pi,2,2,2,已匹配,pi,pi,True,,pi,pi,True,
三体,三体 I：地球往事,1796,垂,4,chui,chui,4,4,4,已匹配,iv,iv,True,,iv,iv,True,
三体,三体 I：地球往事,1797,墓,4,mu,mu,2,2,2,已匹配,mu,mu,True,,mu,mu,True,
三体,三体 I：地球往事,1798,墟,4,xu,xu,2,2,2,已匹配,xv,xv,True,,xv,xv,True,
三体,三体 I：地球往事,1799,奏,4,zou,zou,3,3,3,已匹配,zb,zb,True,,zz,zz,True,
三体,三体 I：地球往事,1800,妇,4,fu,fu,2,2,2,已匹配,fu,fu,True,,fu,fu,True,
三体,三体 I：地球往事,1801,姑,4,gu,gu,2,2,2,已匹配,gu,gu,True,,gu,gu,True,
三体,三体 I：地球往事,1802,媒,4,mei,mei,3,3,3,已匹配,mz,mz,True,,mw,mw,True,
三体,三体 I：地球往事,1803,宜,4,yi,yi,2,2,2,已匹配,yi,yi,True,,yi,yi,True,
三体,三体 I：地球往事,1804,寥,4,liao,liao,4,4,4,已匹配,lc,lc,True,,ln,ln,True,
三体,三体 I：地球往事,1805,尸,4,shi,shi,3,3,3,已匹配,ui,ui,True,,ui,ui,True,
三体,三体 I：地球往事,1806,屈,4,qu,qu,2,2,2,已匹配,qv,qv,True,,qv,qv,True,
三体,三体 I：地球往事,1807,届,4,jie,jie,3,3,3,已匹配,jx,jx,True,,jp,jp,True,
三体,三体 I：地球往事,1808,峻,4,jun,jun,3,3,3,已匹配,jp,jp,True,,jy,jy,True,
三体,三体 I：地球往事,1809,巡,4,xun,xun,3,3,3,已匹配,xp,xp,True,,xy,xy,True,
三体,三体 I：地球往事,1810,巧,4,qiao,qiao,4,4,4,已匹配,qc,qc,True,,qn,qn,True,
三体,三体 I：地球往事,1811,巫,4,wu,wu,2,2,2,已匹配,wu,wu,True,,wu,wu,True,
三体,三体 I：地球往事,1812,帘,4,lian,lian,4,4,4,已匹配,lm,lm,True,,lm,lm,True,
三体,三体 I：地球往事,1813,店,4,dian,dian,4,4,4,已匹配,dm,dm,True,,dm,dm,True,
三体,三体 I：地球往事,1814,彼,4,bi,bi,2,2,2,已匹配,bi,bi,True,,bi,bi,True,
三体,三体 I：地球往事,1815,忠,4,zhong,zhong,5,5,5,已匹配,vs,vs,True,,vs,vs,True,
三体,三体 I：地球往事,1816,怜,4,lian,lian,4,4,4,已匹配,lm,lm,True,,lm,lm,True,
三体,三体 I：地球往事,1817,恰,4,qia,qia,3,3,3,已匹配,qw,qw,True,,qx,qx,True,
三体,三体 I：地球往事,1818,悄,4,qiao,qiao,4,4,4,已匹配,qc,qc,True,,qn,qn,True,
三体,三体 I：地球往事,1819,慈,4,ci,ci,2,2,2,已匹配,ci,ci,True,,ci,ci,True,
三体,三体 I：地球往事,1820,慌,4,huang,huang,5,5,5,已匹配,hd,hd,True,,hl,hl,True,
三体,三体 I：地球往事,1821,扶,4,fu,fu,2,2,2,已匹配,fu,fu,True,,fu,fu,True,
三体,三体 I：地球往事,1822,抡,4,lun,lun,3,3,3,已匹配,lp,lp,True,,ly,ly,True,
三体,三体 I：地球往事,1823,拂,4,fu,fu,2,2,2,已匹配,fu,fu,True,,fu,fu,True,
三体,三体 I：地球往事,1824,撤,4,che,che,3,3,3,已匹配,ie,ie,True,,ie,ie,True,
三体,三体 I：地球往事,1825,敞,4,chang,chang,5,5,5,已匹配,ih,ih,True,,ih,ih,True,
三体,三体 I：地球往事,1826,斧,4,fu,fu,2,2,2,已匹配,fu,fu,True,,fu,fu,True,
三体,三体 I：地球往事,1827,旨,4,zhi,zhi,3,3,3,已匹配,vi,vi,True,,vi,vi,True,
三体,三体 I：地球往事,1828,旺,4,wang,wang,4,4,4,已匹配,wh,wh,True,,wh,wh,True,
三体,三体 I：地球往事,1829,昂,4,ang,ang,3,3,3,已匹配,oh,oh,True,,ah,ah,True,
三体,三体 I：地球往事,1830,朋,4,peng,peng,4,4,4,已匹配,pg,pg,True,,pg,pg,True,
三体,三体 I：地球往事,1831,朵,4,duo,duo,3,3,3,已匹配,do,do,True,,do,do,True,
三体,三体 I：地球往事,1832,李,4,li,li,2,2,2,已匹配,li,li,True,,li,li,True,
三体,三体 I：地球往事,1833,枚,4,mei,mei,3,3,3,已匹配,mz,mz,True,,mw,mw,True,
三体,三体 I：地球往事,1834,桃,4,tao,tao,3,3,3,已匹配,tk,tk,True,,tc,tc,True,
三体,三体 I：地球往事,1835,棉,4,mian,mian,4,4,4,已匹配,mm,mm,True,,mm,mm,True,
三体,三体 I：地球往事,1836,歪,4,wai,wai,3,3,3,已匹配,wl,wl,True,,wd,wd,True,
三体,三体 I：地球往事,1837,毯,4,tan,tan,3,3,3,已匹配,tj,tj,True,,tj,tj,True,
三体,三体 I：地球往事,1838,氮,4,dan,dan,3,3,3,已匹配,dj,dj,True,,dj,dj,True,
三体,三体 I：地球往事,1839,沌,4,dun,dun,3,3,3,已匹配,dp,dp,True,,dy,dy,True,
三体,三体 I：地球往事,1840,沟,4,gou,gou,3,3,3,已匹配,gb,gb,True,,gz,gz,True,
三体,三体 I：地球往事,1841,沫,4,mo,mo,2,2,2,已匹配,mo,mo,True,,mo,mo,True,
三体,三体 I：地球往事,1842,泄,4,xie,xie,3,3,3,已匹配,xx,xx,True,,xp,xp,True,
三体,三体 I：地球往事,1843,泛,4,fan,fan,3,3,3,已匹配,fj,fj,True,,fj,fj,True,
三体,三体 I：地球往事,1844,洪,4,hong,hong,4,4,4,已匹配,hs,hs,True,,hs,hs,True,
三体,三体 I：地球往事,1845,济,4,ji,ji,2,2,2,已匹配,ji,ji,True,,ji,ji,True,
三体,三体 I：地球往事,1846,涂,4,tu,tu,2,2,2,已匹配,tu,tu,True,,tu,tu,True,
三体,三体 I：地球往事,1847,淌,4,tang,tang,4,4,4,已匹配,th,th,True,,th,th,True,
三体,三体 I：地球往事,1848,湘,4,xiang,xiang,5,5,5,已匹配,xd,xd,True,,xl,xl,True,
三体,三体 I：地球往事,1849,溪,4,qi,qi|xi,2,2,2,已匹配,qi,qi|xi,True,,qi,qi|xi,True,
三体,三体 I：地球往事,1850,澈,4,che,che,3,3,3,已匹配,ie,ie,True,,ie,ie,True,
三体,三体 I：地球往事,1851,烤,4,kao,kao,3,3,3,已匹配,kk,kk,True,,kc,kc,True,
三体,三体 I：地球往事,1852,烫,4,tang,tang,4,4,4,已匹配,th,th,True,,th,th,True,
三体,三体 I：地球往事,1853,牵,4,qian,qian,4,4,4,已匹配,qm,qm,True,,qm,qm,True,
三体,三体 I：地球往事,1854,甩,4,shuai,shuai,5,5,5,已匹配,uy,uy,True,,uk,uk,True,
三体,三体 I：地球往事,1855,畏,4,wei,wei,3,3,3,已匹配,wz,wz,True,,ww,ww,True,
三体,三体 I：地球往事,1856,盏,4,zhan,zhan,4,4,4,已匹配,vj,vj,True,,vj,vj,True,
三体,三体 I：地球往事,1857,盗,4,dao,dao,3,3,3,已匹配,dk,dk,True,,dc,dc,True,
三体,三体 I：地球往事,1858,盲,4,mang,mang,4,4,4,已匹配,mh,mh,True,,mh,mh,True,
三体,三体 I：地球往事,1859,省,4,sheng,sheng|xing,5,4,5,已匹配,ug,ug|x;,True,,ug,ug|xk,True,
三体,三体 I：地球往事,1860,眨,4,zha,zha,3,3,3,已匹配,va,va,True,,va,va,True,
三体,三体 I：地球往事,1861,砌,4,qi,qi,2,2,2,已匹配,qi,qi,True,,qi,qi,True,
三体,三体 I：地球往事,1862,硕,4,shuo,shuo,4,4,4,已匹配,uo,uo,True,,uo,uo,True,
三体,三体 I：地球往事,1863,碍,4,ai,ai,2,2,2,已匹配,ol,ol,True,,ai,ai,True,
三体,三体 I：地球往事,1864,祷,4,dao,dao,3,3,3,已匹配,dk,dk,True,,dc,dc,True,
三体,三体 I：地球往事,1865,秀,4,xiu,xiu,3,3,3,已匹配,xq,xq,True,,xq,xq,True,
三体,三体 I：地球往事,1866,私,4,si,si,2,2,2,已匹配,si,si,True,,si,si,True,
三体,三体 I：地球往事,1867,秃,4,tu,tu,2,2,2,已匹配,tu,tu,True,,tu,tu,True,
三体,三体 I：地球往事,1868,租,4,zu,zu,2,2,2,已匹配,zu,zu,True,,zu,zu,True,
三体,三体 I：地球往事,1869,秤,4,cheng,cheng,5,5,5,已匹配,ig,ig,True,,ig,ig,True,
三体,三体 I：地球往事,1870,竞,4,jing,jing,4,4,4,已匹配,j;,j;,True,,jk,jk,True,
三体,三体 I：地球往事,1871,童,4,tong,tong,4,4,4,已匹配,ts,ts,True,,ts,ts,True,
三体,三体 I：地球往事,1872,篮,4,lan,lan,3,3,3,已匹配,lj,lj,True,,lj,lj,True,
三体,三体 I：地球往事,1873,簧,4,huang,huang,5,5,5,已匹配,hd,hd,True,,hl,hl,True,
三体,三体 I：地球往事,1874,粉,4,fen,fen,3,3,3,已匹配,ff,ff,True,,ff,ff,True,
三体,三体 I：地球往事,1875,绘,4,hui,hui,3,3,3,已匹配,hv,hv,True,,hv,hv,True,
三体,三体 I：地球往事,1876,绞,4,jiao,jiao,4,4,4,已匹配,jc,jc,True,,jn,jn,True,
三体,三体 I：地球往事,1877,综,4,zong,zong,4,4,4,已匹配,zs,zs,True,,zs,zs,True,
三体,三体 I：地球往事,1878,罐,4,guan,guan,4,4,4,已匹配,gr,gr,True,,gr,gr,True,
三体,三体 I：地球往事,1879,罕,4,han,han,3,3,3,已匹配,hj,hj,True,,hj,hj,True,
三体,三体 I：地球往事,1880,羊,4,yang,yang,4,4,4,已匹配,yh,yh,True,,yh,yh,True,
三体,三体 I：地球往事,1881,羲,4,xi,xi,2,2,2,已匹配,xi,xi,True,,xi,xi,True,
三体,三体 I：地球往事,1882,羽,4,yu,yu,2,2,2,已匹配,yu,yu,True,,yu,yu,True,
三体,三体 I：地球往事,1883,聆,4,ling,ling,4,4,4,已匹配,l;,l;,True,,lk,lk,True,
三体,三体 I：地球往事,1884,胆,4,dan,dan,3,3,3,已匹配,dj,dj,True,,dj,dj,True,
三体,三体 I：地球往事,1885,腹,4,fu,fu,2,2,2,已匹配,fu,fu,True,,fu,fu,True,
三体,三体 I：地球往事,1886,膛,4,tang,tang,4,4,4,已匹配,th,th,True,,th,th,True,
三体,三体 I：地球往事,1887,舌,4,she,she,3,3,3,已匹配,ue,ue,True,,ue,ue,True,
三体,三体 I：地球往事,1888,艳,4,yan,yan,3,3,3,已匹配,yj,yj,True,,yj,yj,True,
三体,三体 I：地球往事,1889,芬,4,fen,fen,3,3,3,已匹配,ff,ff,True,,ff,ff,True,
三体,三体 I：地球往事,1890,蒂,4,di,di,2,2,2,已匹配,di,di,True,,di,di,True,
三体,三体 I：地球往事,1891,蓬,4,peng,peng,4,4,4,已匹配,pg,pg,True,,pg,pg,True,
三体,三体 I：地球往事,1892,蔓,4,man,man,3,3,3,已匹配,mj,mj,True,,mj,mj,True,
三体,三体 I：地球往事,1893,蚁,4,yi,yi,2,2,2,已匹配,yi,yi,True,,yi,yi,True,
三体,三体 I：地球往事,1894,蚊,4,wen,wen,3,3,3,已匹配,wf,wf,True,,wf,wf,True,
三体,三体 I：地球往事,1895,蛮,4,man,man,3,3,3,已匹配,mj,mj,True,,mj,mj,True,
三体,三体 I：地球往事,1896,街,4,jie,jie,3,3,3,已匹配,jx,jx,True,,jp,jp,True,
三体,三体 I：地球往事,1897,衰,4,cui,cui|shuai,3,3,5,已匹配,cv,cv|uy,True,,cv,cv|uk,True,
三体,三体 I：地球往事,1898,袅,4,niao,niao,4,4,4,已匹配,nc,nc,True,,nn,nn,True,
三体,三体 I：地球往事,1899,袭,4,xi,xi,2,2,2,已匹配,xi,xi,True,,xi,xi,True,
三体,三体 I：地球往事,1900,褐,4,he,he,2,2,2,已匹配,he,he,True,,he,he,True,
三体,三体 I：地球往事,1901,誉,4,yu,yu,2,2,2,已匹配,yu,yu,True,,yu,yu,True,
三体,三体 I：地球往事,1902,谎,4,huang,huang,5,5,5,已匹配,hd,hd,True,,hl,hl,True,
三体,三体 I：地球往事,1903,豪,4,hao,hao,3,3,3,已匹配,hk,hk,True,,hc,hc,True,
三体,三体 I：地球往事,1904,赢,4,ying,ying,4,4,4,已匹配,y;,y;,True,,yk,yk,True,
三体,三体 I：地球往事,1905,赤,4,chi,chi,3,3,3,已匹配,ii,ii,True,,ii,ii,True,
三体,三体 I：地球往事,1906,趁,4,chen,chen,4,4,4,已匹配,if,if,True,,if,if,True,
三体,三体 I：地球往事,1907,跪,4,gui,gui,3,3,3,已匹配,gv,gv,True,,gv,gv,True,
三体,三体 I：地球往事,1908,躬,4,gong,gong,4,4,4,已匹配,gs,gs,True,,gs,gs,True,
三体,三体 I：地球往事,1909,辅,4,fu,fu,2,2,2,已匹配,fu,fu,True,,fu,fu,True,
三体,三体 I：地球往事,1910,辉,4,hui,hui,3,3,3,已匹配,hv,hv,True,,hv,hv,True,
三体,三体 I：地球往事,1911,辨,4,bian,bian,4,4,4,已匹配,bm,bm,True,,bm,bm,True,
三体,三体 I：地球往事,1912,逆,4,ni,ni,2,2,2,已匹配,ni,ni,True,,ni,ni,True,
三体,三体 I：地球往事,1913,逊,4,xun,xun,3,3,3,已匹配,xp,xp,True,,xy,xy,True,
三体,三体 I：地球往事,1914,逻,4,luo,luo,3,3,3,已匹配,lo,lo,True,,lo,lo,True,
三体,三体 I：地球往事,1915,遏,4,e,e,1,1,1,已匹配,oe,oe,True,,ee,ee,True,
三体,三体 I：地球往事,1916,邀,4,yao,yao,3,3,3,已匹配,yk,yk,True,,yc,yc,True,
三体,三体 I：地球往事,1917,锋,4,feng,feng,4,4,4,已匹配,fg,fg,True,,fg,fg,True,
三体,三体 I：地球往事,1918,隆,4,long,long,4,4,4,已匹配,ls,ls,True,,ls,ls,True,
三体,三体 I：地球往事,1919,雕,4,diao,diao,4,4,4,已匹配,dc,dc,True,,dn,dn,True,
三体,三体 I：地球往事,1920,霜,4,shuang,shuang,6,6,6,已匹配,ud,ud,True,,ul,ul,True,
三体,三体 I：地球往事,1921,鞠,4,ju,ju,2,2,2,已匹配,jv,jv,True,,jv,jv,True,
三体,三体 I：地球往事,1922,颠,4,dian,dian,4,4,4,已匹配,dm,dm,True,,dm,dm,True,
三体,三体 I：地球往事,1923,馒,4,man,man,3,3,3,已匹配,mj,mj,True,,mj,mj,True,
三体,三体 I：地球往事,1924,驳,4,bo,bo,2,2,2,已匹配,bo,bo,True,,bo,bo,True,
三体,三体 I：地球往事,1925,鼠,4,shu,shu,3,3,3,已匹配,uu,uu,True,,uu,uu,True,
三体,三体 I：地球往事,1926,丛,3,cong,cong,4,4,4,已匹配,cs,cs,True,,cs,cs,True,
三体,三体 I：地球往事,1927,丧,3,sang,sang,4,4,4,已匹配,sh,sh,True,,sh,sh,True,
三体,三体 I：地球往事,1928,丫,3,ya,ya,2,2,2,已匹配,ya,ya,True,,ya,ya,True,
三体,三体 I：地球往事,1929,乳,3,ru,ru,2,2,2,已匹配,ru,ru,True,,ru,ru,True,
三体,三体 I：地球往事,1930,亏,3,kui,kui,3,3,3,已匹配,kv,kv,True,,kv,kv,True,
三体,三体 I：地球往事,1931,伦,3,lun,lun,3,3,3,已匹配,lp,lp,True,,ly,ly,True,
三体,三体 I：地球往事,1932,偿,3,chang,chang,5,5,5,已匹配,ih,ih,True,,ih,ih,True,
三体,三体 I：地球往事,1933,傍,3,bang,bang,4,4,4,已匹配,bh,bh,True,,bh,bh,True,
三体,三体 I：地球往事,1934,傲,3,ao,ao,2,2,2,已匹配,ok,ok,True,,ao,ao,True,
三体,三体 I：地球往事,1935,僧,3,seng,seng,4,4,4,已匹配,sg,sg,True,,sg,sg,True,
三体,三体 I：地球往事,1936,冈,3,gang,gang,4,4,4,已匹配,gh,gh,True,,gh,gh,True,
三体,三体 I：地球往事,1937,冠,3,guan,guan,4,4,4,已匹配,gr,gr,True,,gr,gr,True,
三体,三体 I：地球往事,1938,净,3,jing,jing,4,4,4,已匹配,j;,j;,True,,jk,jk,True,
三体,三体 I：地球往事,1939,凶,3,xiong,xiong,5,5,5,已匹配,xs,xs,True,,xs,xs,True,
三体,三体 I：地球往事,1940,勉,3,mian,mian,4,4,4,已匹配,mm,mm,True,,mm,mm,True,
三体,三体 I：地球往事,1941,匙,3,chi,chi|shi,3,3,3,已匹配,ii,ii|ui,True,,ii,ii|ui,True,
三体,三体 I：地球往事,1942,厨,3,chu,chu,3,3,3,已匹配,iu,iu,True,,iu,iu,True,
三体,三体 I：地球往事,1943,叨,3,dao,dao|tao,3,3,3,已匹配,dk,dk|tk,True,,dc,dc|tc,True,
三体,三体 I：地球往事,1944,吱,3,zi,zi,2,2,2,已匹配,zi,zi,True,,zi,zi,True,
三体,三体 I：地球往事,1945,吵,3,chao,chao,4,4,4,已匹配,ik,ik,True,,ic,ic,True,
三体,三体 I：地球往事,1946,咖,3,ka,ka,2,2,2,已匹配,ka,ka,True,,ka,ka,True,
三体,三体 I：地球往事,1947,咚,3,dong,dong,4,4,4,已匹配,ds,ds,True,,ds,ds,True,
三体,三体 I：地球往事,1948,咬,3,yao,yao,3,3,3,已匹配,yk,yk,True,,yc,yc,True,
三体,三体 I：地球往事,1949,哇,3,wa,wa,2,2,2,已匹配,wa,wa,True,,wa,wa,True,
三体,三体 I：地球往事,1950,啃,3,ken,ken,3,3,3,已匹配,kf,kf,True,,kf,kf,True,
三体,三体 I：地球往事,1951,商,3,shang,shang,5,5,5,已匹配,uh,uh,True,,uh,uh,True,
三体,三体 I：地球往事,1952,啡,3,fei,fei,3,3,3,已匹配,fz,fz,True,,fw,fw,True,
三体,三体 I：地球往事,1953,喂,3,wei,wei,3,3,3,已匹配,wz,wz,True,,ww,ww,True,
三体,三体 I：地球往事,1954,喘,3,chuan,chuan,5,5,5,已匹配,ir,ir,True,,ir,ir,True,
三体,三体 I：地球往事,1955,喧,3,xuan,xuan,4,4,4,已匹配,xr,xr,True,,xr,xr,True,
三体,三体 I：地球往事,1956,嗤,3,chi,chi,3,3,3,已匹配,ii,ii,True,,ii,ii,True,
三体,三体 I：地球往事,1957,嘶,3,si,si,2,2,2,已匹配,si,si,True,,si,si,True,
三体,三体 I：地球往事,1958,嘿,3,hei,hei,3,3,3,已匹配,hz,hz,True,,hw,hw,True,
三体,三体 I：地球往事,1959,噬,3,shi,shi,3,3,3,已匹配,ui,ui,True,,ui,ui,True,
三体,三体 I：地球往事,1960,圾,3,ji,ji,2,2,2,已匹配,ji,ji,True,,ji,ji,True,
三体,三体 I：地球往事,1961,坪,3,ping,ping,4,4,4,已匹配,p;,p;,True,,pk,pk,True,
三体,三体 I：地球往事,1962,垃,3,la,la,2,2,2,已匹配,la,la,True,,la,la,True,
三体,三体 I：地球往事,1963,塌,3,ta,ta,2,2,2,已匹配,ta,ta,True,,ta,ta,True,
三体,三体 I：地球往事,1964,夏,3,xia,xia,3,3,3,已匹配,xw,xw,True,,xx,xx,True,
三体,三体 I：地球往事,1965,姐,3,jie,jie,3,3,3,已匹配,jx,jx,True,,jp,jp,True,
三体,三体 I：地球往事,1966,婆,3,po,po,2,2,2,已匹配,po,po,True,,po,po,True,
三体,三体 I：地球往事,1967,婚,3,hun,hun,3,3,3,已匹配,hp,hp,True,,hy,hy,True,
三体,三体 I：地球往事,1968,婴,3,ying,ying,4,4,4,已匹配,y;,y;,True,,yk,yk,True,
三体,三体 I：地球往事,1969,媳,3,xi,xi,2,2,2,已匹配,xi,xi,True,,xi,xi,True,
三体,三体 I：地球往事,1970,孕,3,yun,yun,3,3,3,已匹配,yp,yp,True,,yy,yy,True,
三体,三体 I：地球往事,1971,履,3,lv,lv,2,2,2,已匹配,lv,lv,True,,lv,lv,True,
三体,三体 I：地球往事,1972,崭,3,zhan,zhan,4,4,4,已匹配,vj,vj,True,,vj,vj,True,
三体,三体 I：地球往事,1973,康,3,kang,kang,4,4,4,已匹配,kh,kh,True,,kh,kh,True,
三体,三体 I：地球往事,1974,弧,3,hu,hu,2,2,2,已匹配,hu,hu,True,,hu,hu,True,
三体,三体 I：地球往事,1975,忌,3,ji,ji,2,2,2,已匹配,ji,ji,True,,ji,ji,True,
三体,三体 I：地球往事,1976,恍,3,huang,huang,5,5,5,已匹配,hd,hd,True,,hl,hl,True,
三体,三体 I：地球往事,1977,愚,3,yu,yu,2,2,2,已匹配,yu,yu,True,,yu,yu,True,
三体,三体 I：地球往事,1978,慨,3,kai,kai,3,3,3,已匹配,kl,kl,True,,kd,kd,True,
三体,三体 I：地球往事,1979,憾,3,han,han,3,3,3,已匹配,hj,hj,True,,hj,hj,True,
三体,三体 I：地球往事,1980,戈,3,ge,ge,2,2,2,已匹配,ge,ge,True,,ge,ge,True,
三体,三体 I：地球往事,1981,户,3,hu,hu,2,2,2,已匹配,hu,hu,True,,hu,hu,True,
三体,三体 I：地球往事,1982,拎,3,ling,ling|lin,4,3,4,已匹配,l;,l;|ln,True,,lk,lk|lb,True,
三体,三体 I：地球往事,1983,拦,3,lan,lan,3,3,3,已匹配,lj,lj,True,,lj,lj,True,
三体,三体 I：地球往事,1984,拳,3,quan,quan,4,4,4,已匹配,qr,qr,True,,qr,qr,True,
三体,三体 I：地球往事,1985,挨,3,ai,ai,2,2,2,已匹配,ol,ol,True,,ai,ai,True,
三体,三体 I：地球往事,1986,捣,3,dao,dao,3,3,3,已匹配,dk,dk,True,,dc,dc,True,
三体,三体 I：地球往事,1987,摞,3,luo,luo,3,3,3,已匹配,lo,lo,True,,lo,lo,True,
三体,三体 I：地球往事,1988,播,3,bo,bo,2,2,2,已匹配,bo,bo,True,,bo,bo,True,
三体,三体 I：地球往事,1989,斜,3,xie,xie,3,3,3,已匹配,xx,xx,True,,xp,xp,True,
三体,三体 I：地球往事,1990,斩,3,zhan,zhan,4,4,4,已匹配,vj,vj,True,,vj,vj,True,
